stock_id,date,stock_deal,stock_follow,stock_tweet
SH600537,2018-07-22,,55194.0,
SH600857,2018-07-22,,54972.0,3140.0
SZ000875,2018-07-22,,54656.0,
SZ000667,2018-07-22,,54149.0,
SH600151,2018-07-22,,53833.0,5902.0
SZ000516,2018-07-22,,53694.0,
SZ002506,2018-07-22,,52262.0,
SZ002787,2018-07-22,,51839.0,
SZ000027,2018-07-22,,51057.0,
SZ002070,2018-07-22,,49985.0,3584.0
SZ300516,2018-07-22,,49969.0,
SZ002106,2018-07-22,,49743.0,
SH603589,2018-07-22,,49501.0,
SZ000751,2018-07-22,,49267.0,
SZ002075,2018-07-22,,49001.0,
SZ000835,2018-07-22,,47887.0,9516.0
SZ000598,2018-07-22,,47867.0,
SH600021,2018-07-22,,47307.0,
SZ000019,2018-07-22,,47146.0,2799.0
SZ002095,2018-07-22,,46839.0,
SH600130,2018-07-22,,46739.0,
SZ002033,2018-07-22,,46643.0,
SZ000726,2018-07-22,,46293.0,
SZ000596,2018-07-22,,46155.0,6467.0
SZ300177,2018-07-22,,46089.0,
SH600825,2018-07-22,,46061.0,
SH600399,2018-07-22,,45932.0,5629.0
SZ002583,2018-07-22,,45795.0,2916.0
SZ300493,2018-07-22,,45696.0,
SH600122,2018-07-22,,45050.0,
SH600877,2018-07-22,,44989.0,
SZ000979,2018-07-22,,44944.0,2777.0
SZ002055,2018-07-22,,44849.0,
SH600143,2018-07-22,,44833.0,8236.0
SZ002232,2018-07-22,,44827.0,
SH600376,2018-07-22,,44483.0,
SZ002011,2018-07-22,,44221.0,2531.0
SZ000685,2018-07-22,,44001.0,
SZ000629,2018-07-22,,43577.0,
SH600557,2018-07-22,,43392.0,
SH600765,2018-07-22,,43389.0,
SZ000046,2018-07-22,,43266.0,7364.0
SH600784,2018-07-22,,43112.0,
SZ300508,2018-07-22,,42712.0,
SZ000025,2018-07-22,,42644.0,4248.0
SZ002769,2018-07-22,,42290.0,3498.0
SH601928,2018-07-22,,42282.0,6494.0
SZ300439,2018-07-22,,42233.0,
SZ000901,2018-07-22,,41987.0,
SH600990,2018-07-22,,41912.0,
SZ000532,2018-07-22,,41552.0,
SZ002751,2018-07-22,,40963.0,
SZ300213,2018-07-22,,40877.0,2447.0
SZ300492,2018-07-22,,40787.0,
SZ002269,2018-07-22,,40690.0,
SZ000078,2018-07-22,,40470.0,
SH600320,2018-07-22,,40460.0,
SH600655,2018-07-22,,40439.0,10522.0
SH601880,2018-07-22,,40353.0,
SH600006,2018-07-22,,40232.0,9824.0
SH600678,2018-07-22,,39664.0,
SH600072,2018-07-22,,39361.0,
SZ002736,2018-07-22,,39359.0,
SZ300392,2018-07-22,,39264.0,
SZ300252,2018-07-22,,39216.0,
SH600482,2018-07-22,,39095.0,5638.0
SZ002511,2018-07-22,,38981.0,
SH600754,2018-07-22,,38516.0,
SH601333,2018-07-22,,38512.0,
SZ000005,2018-07-22,,38496.0,7619.0
SZ002524,2018-07-22,,38349.0,
SH600485,2018-07-22,,38328.0,
SZ000062,2018-07-22,,38115.0,
SZ000520,2018-07-22,,38068.0,
SZ002581,2018-07-22,,37912.0,2849.0
SZ300185,2018-07-22,,37902.0,
SH600289,2018-07-22,,37858.0,
SZ002167,2018-07-22,,37724.0,
SZ000718,2018-07-22,,37600.0,
SZ300329,2018-07-22,,37524.0,
SZ002707,2018-07-22,,37356.0,8247.0
SH601608,2018-07-22,,37344.0,
SZ002489,2018-07-22,,37300.0,
SZ300134,2018-07-22,,37218.0,2725.0
SZ000767,2018-07-22,,37170.0,
SH600416,2018-07-22,,37048.0,
SZ002387,2018-07-22,,37001.0,21944.0
SH603996,2018-07-22,,36752.0,
SZ002527,2018-07-22,,36658.0,8642.0
SZ002276,2018-07-22,,36545.0,
SZ000016,2018-07-22,,36249.0,
SZ000882,2018-07-22,,36212.0,
SH600275,2018-07-22,,36072.0,
SH600459,2018-07-22,,35965.0,
SZ000403,2018-07-22,,35920.0,7050.0
SH600182,2018-07-22,,35771.0,
SH600233,2018-07-22,,35732.0,7480.0
SZ300359,2018-07-22,,35496.0,
SZ000931,2018-07-22,,35307.0,7752.0
SH600804,2018-07-22,,35283.0,
SZ000793,2018-07-22,,35078.0,
SZ000816,2018-07-22,,34887.0,3086.0
SH600432,2018-07-22,,34843.0,
SZ300333,2018-07-22,,34659.0,
SH600969,2018-07-22,,34634.0,
SZ002181,2018-07-22,,34588.0,
SH600650,2018-07-22,,34565.0,
SH600310,2018-07-22,,34488.0,
SZ002498,2018-07-22,,34458.0,7179.0
SZ300294,2018-07-22,,34453.0,
SH603299,2018-07-22,,34403.0,
SZ000750,2018-07-22,,34304.0,
SH600401,2018-07-22,,34232.0,
SH600673,2018-07-22,,34064.0,
SZ002607,2018-07-22,,34059.0,10287.0
SZ000503,2018-07-22,,33957.0,10178.0
SZ000911,2018-07-22,,33953.0,
SH600590,2018-07-22,,33546.0,
SZ002718,2018-07-22,,33479.0,
SZ002448,2018-07-22,,33422.0,
SH600863,2018-07-22,,33247.0,
SZ002036,2018-07-22,,33036.0,2716.0
SH600630,2018-07-22,,33018.0,
SH600959,2018-07-22,,32855.0,
SZ000400,2018-07-22,,32844.0,
SH600074,2018-07-22,,32812.0,4445.0
SH600456,2018-07-22,,32718.0,4316.0
SH600578,2018-07-22,,32554.0,
SZ300357,2018-07-22,,32428.0,
SH600748,2018-07-22,,32321.0,2376.0
SH600137,2018-07-22,,32060.0,
SZ300013,2018-07-22,,31827.0,
SZ002519,2018-07-22,,31656.0,
SH600775,2018-07-22,,31613.0,
SZ300052,2018-07-22,,31494.0,
SZ002608,2018-07-22,,31446.0,2695.0
SZ002625,2018-07-22,,31362.0,
SH600663,2018-07-22,,31292.0,9954.0
SZ300135,2018-07-22,,31131.0,
SZ300028,2018-07-22,,31110.0,11838.0
SZ000558,2018-07-22,,31091.0,
SZ000099,2018-07-22,,30778.0,
SZ000511,2018-07-22,,30733.0,
SH603116,2018-07-22,,30659.0,
SH603223,2018-07-22,,30608.0,
SZ002155,2018-07-22,,30601.0,
SH600836,2018-07-22,,30545.0,
SZ002595,2018-07-22,,30480.0,
SZ000973,2018-07-22,,30357.0,
SZ002261,2018-07-22,,30302.0,
SH600017,2018-07-22,,30274.0,
SZ002515,2018-07-22,,30265.0,
SH603085,2018-07-22,,30257.0,4286.0
SZ000561,2018-07-22,,30251.0,2926.0
SH600707,2018-07-22,,30240.0,
SH603167,2018-07-22,,30190.0,3722.0
SZ002130,2018-07-22,,30133.0,
SH600054,2018-07-22,,30096.0,2856.0
SH600288,2018-07-22,,29973.0,
SZ002052,2018-07-22,,29968.0,6996.0
SH600363,2018-07-22,,29870.0,
SZ300183,2018-07-22,,29860.0,
SH600126,2018-07-22,,29849.0,
SZ002197,2018-07-22,,29845.0,
SZ300179,2018-07-22,,29753.0,
SH601001,2018-07-22,,29523.0,5348.0
SH601777,2018-07-22,,29444.0,
SH600359,2018-07-22,,29415.0,3456.0
SZ300173,2018-07-22,,29387.0,
SZ002186,2018-07-22,,29351.0,4811.0
SH601158,2018-07-22,,29298.0,
SH600526,2018-07-22,,29260.0,
SZ000837,2018-07-22,,29228.0,
SZ002177,2018-07-22,,29143.0,
SZ000156,2018-07-22,,29081.0,6987.0
SZ000616,2018-07-22,,29062.0,8274.0
SH600112,2018-07-22,,28920.0,
SH603168,2018-07-22,,28840.0,2418.0
SH600093,2018-07-22,,28770.0,4452.0
SZ300145,2018-07-22,,28768.0,
SH600998,2018-07-22,,28565.0,7962.0
SZ300501,2018-07-22,,28559.0,
SZ002051,2018-07-22,,28478.0,
SH600187,2018-07-22,,28448.0,
SZ002557,2018-07-22,,28425.0,8118.0
SZ002275,2018-07-22,,28390.0,2883.0
SZ000989,2018-07-22,,28304.0,
SZ002331,2018-07-22,,28293.0,
SH603000,2018-07-22,,28282.0,2979.0
SZ002327,2018-07-22,,28234.0,7403.0
SZ000547,2018-07-22,,28180.0,6130.0
SZ002418,2018-07-22,,28115.0,
SZ000829,2018-07-22,,28010.0,
SZ002097,2018-07-22,,27984.0,
SZ002496,2018-07-22,,27931.0,5449.0
SZ002686,2018-07-22,,27873.0,
SZ002587,2018-07-22,,27863.0,6240.0
SH600571,2018-07-22,,27743.0,
SZ000030,2018-07-22,,27719.0,
SZ300205,2018-07-22,,27669.0,
SZ002596,2018-07-22,,27638.0,3164.0
SH600355,2018-07-22,,27628.0,
SH600862,2018-07-22,,27576.0,
SZ002334,2018-07-22,,27543.0,
SZ000506,2018-07-22,,27495.0,2718.0
SZ000650,2018-07-22,,27475.0,
SH600864,2018-07-22,,27389.0,
SZ002375,2018-07-22,,27352.0,5134.0
SZ002799,2018-07-22,,27276.0,
SZ002568,2018-07-22,,27252.0,15908.0
SH600794,2018-07-22,,27180.0,
SH600467,2018-07-22,,27174.0,
SH600033,2018-07-22,,27170.0,3596.0
SH600702,2018-07-22,,27096.0,3057.0
SH600313,2018-07-22,,27037.0,
SH601555,2018-07-22,,26986.0,
SH600052,2018-07-22,,26973.0,
SZ300339,2018-07-22,,26951.0,
SH600558,2018-07-22,,26916.0,
SH600127,2018-07-22,,26873.0,
SZ002330,2018-07-22,,26871.0,
SZ002616,2018-07-22,,26852.0,
SZ002771,2018-07-22,,26848.0,
SZ000159,2018-07-22,,26827.0,3494.0
SZ002268,2018-07-22,,26801.0,5837.0
SH600563,2018-07-22,,26754.0,
SZ002658,2018-07-22,,26678.0,
SZ002121,2018-07-22,,26657.0,9411.0
SZ000690,2018-07-22,,26646.0,
SH600119,2018-07-22,,26634.0,
SZ002227,2018-07-22,,26629.0,
SZ002778,2018-07-22,,26579.0,
SZ000838,2018-07-22,,26514.0,
SH600330,2018-07-22,,26448.0,
SZ002094,2018-07-22,,26403.0,
SH600726,2018-07-22,,26297.0,
SZ000032,2018-07-22,,26281.0,
SH603508,2018-07-22,,26279.0,
SH600592,2018-07-22,,26255.0,
SH600680,2018-07-22,,26215.0,
SZ300152,2018-07-22,,26177.0,
SH600855,2018-07-22,,26126.0,5972.0
SZ002598,2018-07-22,,26040.0,
SZ300386,2018-07-22,,26034.0,
SH601010,2018-07-22,,25791.0,
SH600058,2018-07-22,,25786.0,5134.0
SH600550,2018-07-22,,25732.0,2762.0
SZ002260,2018-07-22,,25653.0,
SH600551,2018-07-22,,25606.0,
SH600129,2018-07-22,,25574.0,
SH600736,2018-07-22,,25553.0,
SH600251,2018-07-22,,25531.0,
SH600317,2018-07-22,,25518.0,
SZ002251,2018-07-22,,25487.0,7701.0
SZ002558,2018-07-22,,25463.0,10217.0
SH600770,2018-07-22,,25409.0,
SH601801,2018-07-22,,25358.0,
SH600035,2018-07-22,,25339.0,6209.0
SZ002210,2018-07-22,,25287.0,
SZ002290,2018-07-22,,25284.0,
SH600255,2018-07-22,,25255.0,
SH600433,2018-07-22,,25204.0,
SZ002326,2018-07-22,,25189.0,
SZ000607,2018-07-22,,25100.0,
SZ000631,2018-07-22,,25097.0,
SZ002547,2018-07-22,,25073.0,
SZ002494,2018-07-22,,25052.0,2446.0
SZ002277,2018-07-22,,25024.0,
SZ002084,2018-07-22,,24901.0,
SZ002433,2018-07-22,,24867.0,9509.0
SZ002067,2018-07-22,,24758.0,
SH601208,2018-07-22,,24730.0,
SH600082,2018-07-22,,24726.0,
SZ300245,2018-07-22,,24719.0,
SH600405,2018-07-22,,24714.0,6491.0
SZ300155,2018-07-22,,24676.0,
SZ300020,2018-07-22,,24657.0,
SZ002702,2018-07-22,,24639.0,
SH600278,2018-07-22,,24581.0,
SZ002154,2018-07-22,,24510.0,
SH600283,2018-07-22,,24477.0,
SH600234,2018-07-22,,24388.0,
SZ002303,2018-07-22,,24350.0,
SH600642,2018-07-22,,24338.0,4658.0
SZ002170,2018-07-22,,24299.0,
SZ002216,2018-07-22,,24265.0,
SH600284,2018-07-22,,24243.0,
SH600279,2018-07-22,,24235.0,4750.0
SH600679,2018-07-22,,24204.0,
SZ000014,2018-07-22,,24187.0,5583.0
SZ000680,2018-07-22,,24187.0,
SZ000673,2018-07-22,,24131.0,
SH601566,2018-07-22,,24120.0,
SZ300097,2018-07-22,,24118.0,
SH603026,2018-07-22,,24016.0,
SH600610,2018-07-22,,23924.0,10157.0
SH600397,2018-07-22,,23918.0,
SZ002421,2018-07-22,,23905.0,
SZ002488,2018-07-22,,23864.0,
SZ000061,2018-07-22,,23732.0,
SZ002022,2018-07-22,,23674.0,
SZ002029,2018-07-22,,23651.0,
SH600965,2018-07-22,,23649.0,
SH603300,2018-07-22,,23648.0,
SZ000937,2018-07-22,,23562.0,
SZ300297,2018-07-22,,23522.0,
SZ300118,2018-07-22,,23495.0,
SZ000048,2018-07-22,,,12551.0
SH600419,2018-07-22,,,8699.0
SZ002325,2018-07-22,,,8266.0
SZ300372,2018-07-22,,,8238.0
SZ002256,2018-07-22,,,8050.0
SH603108,2018-07-22,,,7844.0
SH600556,2018-07-22,,,7836.0
SZ300248,2018-07-22,,,7763.0
SZ002529,2018-07-22,,,7683.0
SZ000567,2018-07-22,,,7415.0
SZ002623,2018-07-22,,,7053.0
SZ300368,2018-07-22,,,6958.0
SZ002416,2018-07-22,,,6911.0
SH600531,2018-07-22,,,6858.0
SH600318,2018-07-22,,,6762.0
SZ000796,2018-07-22,,,6752.0
SH600458,2018-07-22,,,6585.0
SZ300199,2018-07-22,,,6528.0
SZ300043,2018-07-22,,,6406.0
SZ002471,2018-07-22,,,6241.0
SZ300026,2018-07-22,,,6141.0
SZ002289,2018-07-22,,,6121.0
SH600701,2018-07-22,,,5984.0
SZ002157,2018-07-22,,,5913.0
SZ002072,2018-07-22,,,5753.0
SH603888,2018-07-22,,,5670.0
SZ002373,2018-07-22,,,5516.0
SH603939,2018-07-22,,,5462.0
SZ000722,2018-07-22,,,5431.0
SZ300745,2018-07-22,,,5430.0
SZ300081,2018-07-22,,,5427.0
SZ002196,2018-07-22,,,5335.0
SH600207,2018-07-22,,,5301.0
SH600039,2018-07-22,,,5262.0
SZ000021,2018-07-22,,,5203.0
SZ002436,2018-07-22,,,5193.0
SZ300006,2018-07-22,,,5193.0
SZ300647,2018-07-22,,,5053.0
SZ002339,2018-07-22,,,5052.0
SH600798,2018-07-22,,,4996.0
SZ002864,2018-07-22,,,4948.0
SZ002618,2018-07-22,,,4943.0
SZ002313,2018-07-22,,,4930.0
SH600744,2018-07-22,,,4925.0
SH600555,2018-07-22,,,4875.0
SZ002113,2018-07-22,,,4857.0
SZ000721,2018-07-22,,,4851.0
SZ002609,2018-07-22,,,4850.0
SH600277,2018-07-22,,,4829.0
SZ300725,2018-07-22,,,4823.0
SH600439,2018-07-22,,,4780.0
SZ000939,2018-07-22,,,4765.0
SZ000572,2018-07-22,,,4739.0
SZ002746,2018-07-22,,,4692.0
SZ300454,2018-07-22,,,4635.0
SH603466,2018-07-22,,,4633.0
SZ002122,2018-07-22,,,4619.0
SH603777,2018-07-22,,,4604.0
SH600175,2018-07-22,,,4586.0
SZ002226,2018-07-22,,,4573.0
SH600351,2018-07-22,,,4563.0
SZ002002,2018-07-22,,,4524.0
SZ000028,2018-07-22,,,4507.0
SZ000760,2018-07-22,,,4484.0
SZ002632,2018-07-22,,,4458.0
SH600759,2018-07-22,,,4435.0
SZ002464,2018-07-22,,,4395.0
SH600448,2018-07-22,,,4377.0
SZ002462,2018-07-22,,,4376.0
SZ300688,2018-07-22,,,4318.0
SZ000536,2018-07-22,,,4318.0
SZ300667,2018-07-22,,,4313.0
SH603899,2018-07-22,,,4278.0
SZ000416,2018-07-22,,,4263.0
SH600165,2018-07-22,,,4209.0
SZ300554,2018-07-22,,,4199.0
SZ002903,2018-07-22,,,4197.0
SZ300390,2018-07-22,,,4187.0
SH601005,2018-07-22,,,4173.0
SH600580,2018-07-22,,,4133.0
SH600723,2018-07-22,,,4058.0
SZ000564,2018-07-22,,,4043.0
SH603659,2018-07-22,,,4032.0
SZ002453,2018-07-22,,,4004.0
SH600350,2018-07-22,,,3991.0
SZ002207,2018-07-22,,,3977.0
SZ002561,2018-07-22,,,3969.0
SH603999,2018-07-22,,,3949.0
SZ002126,2018-07-22,,,3944.0
SZ002318,2018-07-22,,,3927.0
SZ300149,2018-07-22,,,3880.0
SZ002390,2018-07-22,,,3857.0
SZ000565,2018-07-22,,,3852.0
SZ000659,2018-07-22,,,3847.0
SZ002579,2018-07-22,,,3840.0
SH600502,2018-07-22,,,3828.0
SH603077,2018-07-22,,,3812.0
SH600236,2018-07-22,,,3811.0
SH600449,2018-07-22,,,3805.0
SH600865,2018-07-22,,,3792.0
SZ002243,2018-07-22,,,3776.0
SZ300269,2018-07-22,,,3749.0
SZ002679,2018-07-22,,,3748.0
SZ002628,2018-07-22,,,3728.0
SZ002112,2018-07-22,,,3704.0
SZ300061,2018-07-22,,,3703.0
SH600929,2018-07-22,,,3685.0
SH603611,2018-07-22,,,3677.0
SZ000533,2018-07-22,,,3661.0
SH600565,2018-07-22,,,3633.0
SZ300707,2018-07-22,,,3627.0
SZ002368,2018-07-22,,,3621.0
SZ300335,2018-07-22,,,3616.0
SZ002443,2018-07-22,,,3613.0
SZ002250,2018-07-22,,,3608.0
SZ002837,2018-07-22,,,3595.0
SZ300657,2018-07-22,,,3575.0
SZ000045,2018-07-22,,,3573.0
SH603308,2018-07-22,,,3547.0
SH600682,2018-07-22,,,3545.0
SZ300438,2018-07-22,,,3530.0
SZ000539,2018-07-22,,,3506.0
SZ002622,2018-07-22,,,3498.0
SH600229,2018-07-22,,,3497.0
SZ002772,2018-07-22,,,3461.0
SH600834,2018-07-22,,,3455.0
SZ000548,2018-07-22,,,3447.0
SZ002221,2018-07-22,,,3440.0
SZ002103,2018-07-22,,,3433.0
SH603800,2018-07-22,,,3428.0
SZ002745,2018-07-22,,,3405.0
SZ300684,2018-07-22,,,3385.0
SZ000524,2018-07-22,,,3364.0
SZ000935,2018-07-22,,,3363.0
SZ300219,2018-07-22,,,3361.0
SZ002143,2018-07-22,,,3328.0
SH601028,2018-07-22,,,3319.0
SZ300282,2018-07-22,,,3312.0
SZ002627,2018-07-22,,,3309.0
SZ002282,2018-07-22,,,3284.0
SZ002124,2018-07-22,,,3277.0
SH600758,2018-07-22,,,3250.0
SH600676,2018-07-22,,,3246.0
SZ002031,2018-07-22,,,3242.0
SZ002565,2018-07-22,,,3176.0
SZ000916,2018-07-22,,,3166.0
SZ002159,2018-07-22,,,3164.0
SZ300139,2018-07-22,,,3144.0
SZ002127,2018-07-22,,,3140.0
SH603686,2018-07-22,,,3108.0
SZ000008,2018-07-22,,,3098.0
SZ002512,2018-07-22,,,3098.0
SZ002218,2018-07-22,,,3092.0
SH600981,2018-07-22,,,3087.0
SZ300255,2018-07-22,,,3061.0
SH603021,2018-07-22,,,3051.0
SH600856,2018-07-22,,,3009.0
SH600961,2018-07-22,,,2974.0
SZ002877,2018-07-22,,,2954.0
SZ002889,2018-07-22,,,2952.0
SZ002684,2018-07-22,,,2939.0
SZ002054,2018-07-22,,,2922.0
SH603050,2018-07-22,,,2918.0
SZ000420,2018-07-22,,,2917.0
SH601666,2018-07-22,,,2894.0
SZ300401,2018-07-22,,,2892.0
SZ002931,2018-07-22,,,2862.0
SZ002912,2018-07-22,,,2850.0
SZ300609,2018-07-22,,,2841.0
SZ000010,2018-07-22,,,2841.0
SZ002611,2018-07-22,,,2837.0
SZ300644,2018-07-22,,,2834.0
SZ000900,2018-07-22,,,2816.0
SH600139,2018-07-22,,,2804.0
SH603111,2018-07-22,,,2799.0
SZ002662,2018-07-22,,,2784.0
SZ000038,2018-07-22,,,2777.0
SH600917,2018-07-22,,,2771.0
SH603366,2018-07-22,,,2766.0
SZ300663,2018-07-22,,,2759.0
SZ002374,2018-07-22,,,2748.0
SH601990,2018-07-22,,,2739.0
SH603156,2018-07-22,,,2736.0
SZ002409,2018-07-22,,,2721.0
SH603808,2018-07-22,,,2721.0
SH603165,2018-07-22,,,2721.0
SZ300708,2018-07-22,,,2717.0
SZ300682,2018-07-22,,,2697.0
SZ300730,2018-07-22,,,2686.0
SZ300629,2018-07-22,,,2686.0
SZ300705,2018-07-22,,,2678.0
SH600237,2018-07-22,,,2674.0
SZ002634,2018-07-22,,,2669.0
SH603619,2018-07-22,,,2659.0
SZ000723,2018-07-22,,,2652.0
SH600777,2018-07-22,,,2650.0
SZ300700,2018-07-22,,,2634.0
SH601066,2018-07-22,,,2622.0
SH600734,2018-07-22,,,2604.0
SH603214,2018-07-22,,,2600.0
SZ300409,2018-07-22,,,2592.0
SH603711,2018-07-22,,,2585.0
SZ002088,2018-07-22,,,2585.0
SH603348,2018-07-22,,,2578.0
SZ300653,2018-07-22,,,2574.0
SZ002727,2018-07-22,,,2559.0
SZ002917,2018-07-22,,,2557.0
SH603826,2018-07-22,,,2553.0
SH601515,2018-07-22,,,2544.0
SZ002042,2018-07-22,,,2527.0
SZ300692,2018-07-22,,,2525.0
SH603813,2018-07-22,,,2518.0
SZ300018,2018-07-22,,,2518.0
SH600331,2018-07-22,,,2513.0
SH603882,2018-07-22,,,2512.0
SZ300696,2018-07-22,,,2512.0
SH600721,2018-07-22,,,2510.0
SZ002082,2018-07-22,,,2505.0
SZ002591,2018-07-22,,,2503.0
SH600885,2018-07-22,,,2500.0
SZ002775,2018-07-22,,,2492.0
SZ300310,2018-07-22,,,2485.0
SH600121,2018-07-22,,,2483.0
SH603045,2018-07-22,,,2468.0
SH600211,2018-07-22,,,2457.0
SH600311,2018-07-22,,,2451.0
SZ300512,2018-07-22,,,2446.0
SH601199,2018-07-22,,,2437.0
SH603806,2018-07-22,,,2435.0
SZ002455,2018-07-22,,,2433.0
SZ000560,2018-07-22,,,2418.0
SZ002753,2018-07-22,,,2403.0
SZ300731,2018-07-22,,,2403.0
SZ002278,2018-07-22,,,2401.0
SZ300740,2018-07-22,,,2392.0
SZ002137,2018-07-22,,,2392.0
SZ300340,2018-07-22,,,2391.0
SZ300628,2018-07-22,,,2387.0
SH603579,2018-07-22,,,2386.0
SH601318,2018-07-23,2905.0,795493.0,219083.0
SH601313,2018-07-23,2309.0,60689.0,78318.0
SZ000651,2018-07-23,1993.0,521112.0,267945.0
SH601166,2018-07-23,1791.0,748678.0,138265.0
SH600016,2018-07-23,1388.0,649665.0,93939.0
SH601668,2018-07-23,1258.0,319455.0,74903.0
SZ000001,2018-07-23,1141.0,362876.0,54390.0
SH600036,2018-07-23,1012.0,909296.0,209934.0
SZ002230,2018-07-23,976.0,471249.0,116106.0
SZ000725,2018-07-23,958.0,403672.0,72636.0
SH600887,2018-07-23,946.0,400804.0,77063.0
SH600519,2018-07-23,855.0,629324.0,194456.0
SZ000002,2018-07-23,827.0,488416.0,172569.0
SZ000333,2018-07-23,823.0,275254.0,52345.0
SH600516,2018-07-23,817.0,136055.0,85264.0
SH600340,2018-07-23,697.0,139339.0,54914.0
SH601288,2018-07-23,681.0,373702.0,45143.0
SH600487,2018-07-23,650.0,134930.0,33108.0
SZ000625,2018-07-23,637.0,189096.0,80459.0
SH600048,2018-07-23,612.0,274910.0,45020.0
SH600886,2018-07-23,610.0,363437.0,12658.0
SH600309,2018-07-23,604.0,145651.0,45261.0
SZ000063,2018-07-23,603.0,253285.0,52851.0
SH600104,2018-07-23,592.0,185431.0,30097.0
SZ002024,2018-07-23,585.0,635897.0,181352.0
SZ002415,2018-07-23,575.0,303306.0,37078.0
SZ000895,2018-07-23,571.0,187846.0,26053.0
SH600050,2018-07-23,565.0,238391.0,58945.0
SH600196,2018-07-23,560.0,332793.0,54996.0
SH601939,2018-07-23,543.0,306485.0,41619.0
SZ002466,2018-07-23,539.0,223197.0,20726.0
SZ000423,2018-07-23,532.0,316802.0,52448.0
SH600030,2018-07-23,527.0,453834.0,102089.0
SZ300059,2018-07-23,522.0,326937.0,52598.0
SH600585,2018-07-23,500.0,145704.0,42282.0
SH600276,2018-07-23,496.0,278418.0,48700.0
SZ000858,2018-07-23,488.0,295423.0,59342.0
SH600660,2018-07-23,469.0,223780.0,36696.0
SH600184,2018-07-23,467.0,53212.0,
SZ002456,2018-07-23,465.0,121155.0,12089.0
SZ002508,2018-07-23,461.0,121877.0,21794.0
SH601988,2018-07-23,460.0,420803.0,53757.0
SH601155,2018-07-23,441.0,62838.0,35861.0
SH601933,2018-07-23,431.0,190028.0,43921.0
SH601398,2018-07-23,427.0,325778.0,50634.0
SZ002450,2018-07-23,425.0,139692.0,47322.0
SZ002129,2018-07-23,424.0,159164.0,9000.0
SZ000983,2018-07-23,421.0,53021.0,4050.0
SH603993,2018-07-23,412.0,97170.0,20087.0
SZ002310,2018-07-23,402.0,78394.0,27273.0
SH600703,2018-07-23,401.0,78661.0,15188.0
SZ300104,2018-07-23,393.0,728854.0,325889.0
SZ002594,2018-07-23,391.0,303908.0,133273.0
SH601766,2018-07-23,381.0,294865.0,108470.0
SH601336,2018-07-23,376.0,153092.0,27063.0
SZ002460,2018-07-23,374.0,100443.0,21451.0
SZ000538,2018-07-23,371.0,244984.0,23438.0
SH601088,2018-07-23,370.0,157250.0,14658.0
SH600690,2018-07-23,367.0,142949.0,21374.0
SZ000671,2018-07-23,362.0,62745.0,26421.0
SH601601,2018-07-23,347.0,91458.0,24959.0
SZ002797,2018-07-23,347.0,34484.0,4750.0
SZ000792,2018-07-23,345.0,135622.0,9662.0
SH600816,2018-07-23,341.0,56007.0,12430.0
SH600176,2018-07-23,339.0,48324.0,10789.0
SH600028,2018-07-23,338.0,190480.0,43461.0
SZ000338,2018-07-23,333.0,156847.0,20990.0
SZ000786,2018-07-23,331.0,58451.0,7132.0
SZ300072,2018-07-23,325.0,99718.0,68661.0
SH600570,2018-07-23,321.0,331742.0,50429.0
SH601009,2018-07-23,320.0,218014.0,27385.0
SZ002007,2018-07-23,319.0,159832.0,23020.0
SH601229,2018-07-23,311.0,,4006.0
SZ002049,2018-07-23,305.0,140340.0,12092.0
SZ002027,2018-07-23,303.0,79159.0,
SZ300017,2018-07-23,301.0,164327.0,30882.0
SH601899,2018-07-23,300.0,169177.0,24124.0
SZ002597,2018-07-23,298.0,50927.0,7449.0
SZ300296,2018-07-23,298.0,57792.0,20130.0
SZ300146,2018-07-23,296.0,82337.0,21619.0
SH600674,2018-07-23,293.0,140191.0,6152.0
SH600177,2018-07-23,293.0,99067.0,8301.0
SZ002019,2018-07-23,292.0,55490.0,20879.0
SZ300070,2018-07-23,291.0,80485.0,16233.0
SZ002142,2018-07-23,287.0,103422.0,6053.0
SH600332,2018-07-23,270.0,171872.0,39832.0
SH600900,2018-07-23,270.0,129009.0,26792.0
SH601633,2018-07-23,268.0,129551.0,60229.0
SZ002294,2018-07-23,268.0,76943.0,18841.0
SH601998,2018-07-23,267.0,229744.0,23705.0
SZ300355,2018-07-23,266.0,43117.0,13544.0
SH601127,2018-07-23,263.0,,
SH600392,2018-07-23,263.0,49403.0,14529.0
SH600362,2018-07-23,259.0,150550.0,7218.0
SZ300015,2018-07-23,258.0,93681.0,18651.0
SZ002008,2018-07-23,254.0,121755.0,12609.0
SZ002405,2018-07-23,252.0,128579.0,20121.0
SZ000963,2018-07-23,251.0,48641.0,11990.0
SZ000839,2018-07-23,251.0,80653.0,7742.0
SZ000848,2018-07-23,249.0,45737.0,4606.0
SZ000488,2018-07-23,249.0,58401.0,7434.0
SH601328,2018-07-23,246.0,324259.0,32529.0
SH603799,2018-07-23,246.0,68878.0,24111.0
SH600291,2018-07-23,245.0,101599.0,9561.0
SH600029,2018-07-23,245.0,179464.0,26303.0
SH600518,2018-07-23,244.0,223413.0,43418.0
SH601006,2018-07-23,243.0,173261.0,18792.0
SH601607,2018-07-23,240.0,244245.0,17689.0
SH600460,2018-07-23,238.0,63583.0,8265.0
SZ002353,2018-07-23,238.0,130781.0,18799.0
SH600352,2018-07-23,237.0,146752.0,46652.0
